Title	Authors	Pdf	Presentation	Volume_Name
Machine Translation for Triage and Exploitation of Massive Text Data	James E. Andrews and Kristen Summers	http://www.mt-archive.info/05/AMTA-2008-Andrews.pdf		Government & Commercial Uses of MT
Global Public Health Intelligence Network (GPHIN)	Michael Blench	http://www.mt-archive.info/05/AMTA-2008-Blench.pdf		Government & Commercial Uses of MT
Sharing User Dictionaries Across Multiple Systems with UTX-S	Francis Bond and Seiji Okura and Yuji Yamamoto and Toshiki Murata and Kiyotaka Uchimoto and Michael Kato and Miwako Shimazu and Tsugiyoshi Suzuki	http://www.mt-archive.info/05/AMTA-2008-Bond.pdf		Government & Commercial Uses of MT
Many-to-Many Multilingual Medical Speech Translation on a PDA	Kyoko Kanzaki and Yukie Nakao and Manny Rayner and Marianne Santaholma and Marianne Starlander and Nikos Tsourakis	http://www.mt-archive.info/05/AMTA-2008-Bouillon.pdf		Government & Commercial Uses of MT
MT errors in Chinese-to-English MT systems: user feedback	Shin Chang-Meadows	http://www.mt-archive.info/05/AMTA-2008-Chang-Meadows.pdf		Government & Commercial Uses of MT
Working with the US Government: Information Resources	Jennifer DeCamp	http://www.mt-archive.info/05/AMTA-2008-DeCamp-1.pdf		Government & Commercial Uses of MT
Reliable Innovation: A Tecchie's Travels in the Land of Translators	Alain Désilets and Louise Brunette and Christiane Melançon and Geneviève Patenaude	http://www.mt-archive.info/05/AMTA-2008-Desilets.pdf		Government & Commercial Uses of MT
Automated Machine Translation Improvement Through Post-Editing Techniques: Analyst and Translator Experiments	Jennifer Doyon and Christine Doran and C. Donald Means and Domenique Parr	http://www.mt-archive.info/05/AMTA-2008-Doyon.pdf		Government & Commercial Uses of MT
User-centered MT Development and Implementation	Kathleen Egan and Francis Kubala and Allen Sears	http://www.mt-archive.info/05/AMTA-2008-Egan.pdf		Government & Commercial Uses of MT
Identifying Common Challenges for Human and Machine Translation: A Case Study from the GALE Program	Lauren Friedman and Stephanie Strassel	http://www.mt-archive.info/05/AMTA-2008-Friedman.pdf		Government & Commercial Uses of MT
Automatic Translation of Court Judgments	Fabrizio Gotti and Guy Lapalme and Elliott Macklovitch and Atefeh Farzindar	http://www.mt-archive.info/05/AMTA-2008-Gotti.pdf		Government & Commercial Uses of MT
Designing and executing MT workflows through the Kepler Framework	Reginald Hobbs and Clare Voss	http://www.mt-archive.info/05/AMTA-2008-Hobbs.pdf		Government & Commercial Uses of MT
ClipperRSS: A Light-Weight Prototype for the Cross-language Exploitation of Syndicated Feeds	Rod Holland and Brenden Keyes	http://www.mt-archive.info/05/AMTA-2008-Holland.pdf		Government & Commercial Uses of MT
Trends in automated translation in today’s global business	Sophie Hurst	http://www.mt-archive.info/05/AMTA-2008-Hurst.pdf		Government & Commercial Uses of MT
Machine Translation for Indonesian and Tagalog	Brianna Laugher and Ben MacLeod	http://www.mt-archive.info/05/AMTA-2008-Laugher.pdf		Government & Commercial Uses of MT
Real-time translation of IM Chat	Robert Levin	http://www.mt-archive.info/05/AMTA-2008-Levin.pdf		Government & Commercial Uses of MT
TransSearch: What are translators looking for?	Elliott Macklovitch and Guy Lapalme and Fabrizio Gotti	http://www.mt-archive.info/05/AMTA-2008-Macklovitch.pdf		Government & Commercial Uses of MT
Language Translation Solutions for Community Content	Daniel Marcu	http://www.mt-archive.info/05/AMTA-2008-Marcu.pdf		Government & Commercial Uses of MT
The Use of Machine-generated Transcripts during Human Translation	Allison L. Powell and Allison Blodgett	http://www.mt-archive.info/05/AMTA-2008-Powell.pdf		Government & Commercial Uses of MT
Meeting Army Foreign language Requirements with the Aid of Machine Translation	Cecil MacPherson and Devin Rollis and Irene Zehmisch	http://www.mt-archive.info/05/AMTA-2008-MacPherson.pdf		Government & Commercial Uses of MT
Hybrid Machine Translation Applied to Media Monitoring	Hassan Sawaf and Braddock Gaskill and Michael Veronis	http://www.mt-archive.info/05/AMTA-2008-Sawaf.pdf		Government & Commercial Uses of MT
Artificial Cognitive MT Post-Editing Intelligence	Jörg Schütz	http://www.mt-archive.info/05/AMTA-2008-Schutz.pdf		Government & Commercial Uses of MT
Language Processing for Analysis and Investigation	Kristen Summers and Diane Chandler	http://www.mt-archive.info/05/AMTA-2008-Summers.pdf		Government & Commercial Uses of MT
Embedding Technology at the front end of the Human Translation Workflow: An NVTC Vision	Carol Van Ess-Dykema and Helen G. Gigley and Stephen Lewis and Emily Vancho Bannister	http://www.mt-archive.info/05/AMTA-2008-VanEssDykema.pdf		Government & Commercial Uses of MT
Applicability of Resource-based Machine Translation to Airplane Manuals	Eiko Yamamoto and Akira Terada and Hitoshi Isahara	http://www.mt-archive.info/05/AMTA-2008-Yamamoto.pdf		Government & Commercial Uses of MT
Applications of MT during Olympic Games 2008	Chengqing Zong and Heyan Huang and Shuming Shi	http://www.mt-archive.info/05/AMTA-2008-Zong.pdf		Government & Commercial Uses of MT
